protein,condition,light,co2_concentration,mean_intensity,mean_mass_fraction_norm,sd_intensity,Process,Pathway,Protein,Process.abbr,Pathway.abbr
slr0344,Light-0200,200,1,2480944.187197,0.0001553504,546185.040373016,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,Light-0300,300,1,2245277.19393075,0.0001232692,1263043.56454305,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,Light-1000,1000,1,2173781.6626415,0.0001238362,732042.425644741,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0345,CO2-0-15,300,0.15,2137873.4995615,0.0000883666,504418.032612662,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,CO2-0-2,300,0.2,2483290.645793,0.0001019907,337497.043035449,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,CO2-0-3,300,0.3,2413989.0872945,0.0000967475,279436.189483866,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,CO2-0-5,300,0.5,2724581.27559125,0.0000978949,249951.17205628,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,CO2-1-0,300,1,3376023.22297425,0.0001105767,317029.243168681,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,Light-0060,60,1,1618591.47362925,0.0001253461,1138765.43107054,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,Light-0100,100,1,1650340.5256555,0.0001269105,156148.671542547,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,Light-0200,200,1,2613574.35740025,0.0001908628,1862890.16171613,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,Light-0300,300,1,1652836.8931415,0.0001138822,695313.192821608,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0345,Light-1000,1000,1,2688640.43210475,0.0001827255,812227.021920161,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0346,CO2-0-15,300,0.15,4876286.0639545,0.0002256502,7685940.75498428,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,CO2-0-2,300,0.2,1197555.16847425,0.0000486363,74472.8427198422,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,CO2-0-3,300,0.3,1414094.06083725,0.0000575443,89763.5029202365,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,CO2-0-5,300,0.5,1527473.71054975,0.0000554082,313879.203518781,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,CO2-1-0,300,1,1860831.065949,0.0000613452,124235.644794928,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,Light-0060,60,1,953140.77751375,0.0000729,648143.432699805,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,Light-0100,100,1,936133.567335,0.0000713721,286782.390961878,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,Light-0200,200,1,707742.5,0.0000551298,22739.8206750478,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,Light-0300,300,1,929276.316085,0.0000634805,421480.806663531,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0346,Light-1000,1000,1,830057.75,0.0000593379,261323.771683551,Transcription,Degradation of RNA,ribonuclease III,Transcript,Degradation of RNA
slr0348,CO2-0-15,300,0.15,2349226.312806,0.0001789691,99788.6955108358,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,CO2-0-2,300,0.2,2873603.35469625,0.0002006865,475352.125272966,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,CO2-0-3,300,0.3,3266405.38837025,0.0002162604,374203.764544562,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,CO2-0-5,300,0.5,3723059.360419,0.0002193033,386842.659046873,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,CO2-1-0,300,1,3884696.76563075,0.0002098139,500205.908113847,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,Light-0060,60,1,3250392.487446,0.0001573909,2948586.67985289,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,Light-0100,100,1,7154787.120305,0.0004239925,2875588.7051867,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,Light-0200,200,1,5824583.67898,0.0003280106,2401281.04983981,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,Light-0300,300,1,4554519.505515,0.000209247,1081238.03170008,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0348,Light-1000,1000,1,4525440.277825,0.0002176865,2513626.87152726,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pabC 4-amino-4-deoxychorismate lyase,Cofactors,Carotenoid
slr0354,CO2-0-15,300,0.15,1555691.258075,0.0000599297,110210.33592182,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,CO2-0-2,300,0.2,1311854.2726725,0.0000467738,168518.998251632,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,CO2-0-3,300,0.3,1099803.63919875,0.000035977,374365.762280558,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,CO2-0-5,300,0.5,1308486.5019475,0.0000392513,162126.658166827,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,CO2-1-0,300,1,1147490.87428775,0.0000278985,173515.132447459,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,Light-0060,60,1,906822.13349375,0.0000768926,1107058.92222266,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,Light-0100,100,1,479432.930958,0.0000472308,330648.903650361,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,Light-0200,200,1,269088.75,0.000032583,65923.4202104988,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,Light-0300,300,1,243908,0.0000291264,62228.2219950616,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0354,Light-1000,1000,1,893742.3765435,0.000070529,429438.447167366,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,Transport,Transport and bind
slr0355,CO2-0-15,300,0.15,3969624.25957577,0.0001906622,508983.325395527,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,CO2-0-2,300,0.2,4795906.20265879,0.000224574,403760.346059932,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,CO2-0-3,300,0.3,5857076.85521629,0.0002691237,657859.962765527,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,CO2-0-5,300,0.5,10208214.341612,0.0004192585,2137375.37442536,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,CO2-1-0,300,1,13114012.6669375,0.0004838924,1020047.72279906,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,Light-0060,60,1,2469944.3181625,0.0001692264,383613.18470449,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,Light-0100,100,1,2707940.31150225,0.0001846162,893805.614898516,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,Light-0200,200,1,4702642.5,0.0003176278,393317.080684698,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,Light-0300,300,1,8184120,0.0004949127,2090864.66333907,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0355,Light-1000,1000,1,8675805,0.0005442733,2247765.59046979,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0357,CO2-0-15,300,0.15,2342436.93065359,0.0001664509,287998.286283525,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,CO2-0-2,300,0.2,2696002.83558395,0.0001802184,364845.605065486,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,CO2-0-3,300,0.3,2915840.21106311,0.0001880268,274077.381428867,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,CO2-0-5,300,0.5,3462686.99332561,0.0001964447,192079.836006591,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,CO2-1-0,300,1,4559722.28532123,0.0002224687,171118.346345064,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,Light-0060,60,1,4087250.24324104,0.000227309,3942638.71919364,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,Light-0100,100,1,1937655.44262506,0.0000783018,706248.945740111,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,Light-0200,200,1,4044502.15023494,0.000219541,1358361.76631296,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,Light-0300,300,1,4588048.40462653,0.0002234733,636396.785104585,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0357,Light-1000,1000,1,3822511.54971001,0.00018569,1348388.52018138,Translation,Aminoacyl tRNA synthetases and tRNA modification,histidyl-tRNA synthetase,Translat,Aminoacyl tRNA syn
slr0358,CO2-0-15,300,0.15,1051929.42935825,0.0000577795,207241.991436855,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,CO2-0-2,300,0.2,1655267.22041775,0.0000846732,518528.676118982,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,CO2-0-3,300,0.3,795865.193961,0.0000439714,397166.033777308,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,CO2-0-5,300,0.5,730967.2187015,0.0000374974,270128.552576652,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,CO2-1-0,300,1,1179983.74274325,0.0000509951,392816.282356704,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,Light-0060,60,1,2378239.68407975,0.000156486,2983816.77645058,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,Light-0100,100,1,1160509.2905395,0.0000720507,677165.276842919,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,Light-0200,200,1,963581.980535,0.000057759,183022.416785338,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,Light-0300,300,1,988961.07009375,0.000052385,524026.251464628,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0358,Light-1000,1000,1,1244278.600835,0.0000706654,762470.081967484,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0359,CO2-0-15,300,0.15,1206586.93752095,0.0001249727,262770.938618435,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,CO2-0-2,300,0.2,1667847.79528284,0.0001450688,343024.717266214,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,CO2-0-3,300,0.3,1005647.11973722,0.0001133791,436609.823696782,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,CO2-0-5,300,0.5,896737.361328459,0.0001040966,151098.039847627,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,CO2-1-0,300,1,841425.61654578,0.0000983417,133245.687570349,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,Light-0060,60,1,1878208.4720725,0.0000621859,574491.178450305,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,Light-0100,100,1,2689105.5321425,0.0001170999,934380.894126514,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,Light-0200,200,1,2059704.43149,0.0000722506,584239.156376042,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,Light-0300,300,1,2690784.71428,0.0000957264,712349.590798454,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0359,Light-1000,1000,1,2868183.8412975,0.0001129449,2081492.75907902,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0361,CO2-0-15,300,0.15,1324160.23713009,0.0000546034,97755.7327282363,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,CO2-0-2,300,0.2,1500276.42940863,0.0000612796,98917.2405393168,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,CO2-0-3,300,0.3,1688318.26897665,0.0000686311,129619.523830726,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,CO2-0-5,300,0.5,1766699.69972516,0.0000637467,307993.771850017,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,CO2-1-0,300,1,2643709.22214606,0.0000887044,477205.794553919,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,Light-0060,60,1,2001230.87560554,0.000146654,933485.976676891,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,Light-0100,100,1,1353844.82827351,0.0001014861,309847.260674582,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,Light-0200,200,1,1330921.87297304,0.0000988322,366477.882042457,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,Light-0300,300,1,1348759.40398745,0.0000903661,566872.579772647,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0361,Light-1000,1000,1,2695650.93147059,0.0001780809,2198142.20097627,Translation,Ribosomal proteins: synthesis and modification,probable ribosomal large subunit pseudouridine synthase B,Translat,Ribosomal proteins
slr0362,CO2-0-15,300,0.15,2599176.48620365,0.000141562,257641.934445715,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,CO2-0-2,300,0.2,2606635.02576798,0.0001389088,307688.769495053,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,CO2-0-3,300,0.3,2746024.13895867,0.000143111,118438.460108151,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,CO2-0-5,300,0.5,3711730.89405116,0.000169499,549875.260416272,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,CO2-1-0,300,1,4658779.40933434,0.0001889689,235480.49223274,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,Light-0060,60,1,1693289.84517843,0.0000993269,889969.347658573,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,Light-0100,100,1,1550502.09461532,0.0000888901,645978.377964011,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,Light-0200,200,1,2361135.8808769,0.0001425795,647702.410704822,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,Light-0300,300,1,3424569.86040161,0.0001900987,449337.810189709,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0362,Light-1000,1000,1,3968478.89770955,0.0002320126,794256.587872507,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,CO2-0-15,300,0.15,3005639.82502864,0.000243575,694699.868358505,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,CO2-0-2,300,0.2,2706786.08034379,0.0002261821,242024.152899476,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,CO2-0-3,300,0.3,3714916.49649004,0.0002700485,697497.229371453,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,CO2-0-5,300,0.5,4485574.16084498,0.0002838021,716399.534206169,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,CO2-1-0,300,1,5861848.90927693,0.0003158634,481130.930988049,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,Light-0060,60,1,4698046.9561811,0.0002239786,1793963.22152638,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,Light-0100,100,1,3917972.14165445,0.0001686863,1755970.83044747,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0363,Light-0200,200,1,6226804.34571998,0.0003220081,3405116.90527225,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
