"","protein","condition","growthrate","mean_intensity","median_intensity","CV","CI","mean_massfraction","rel_intensity","psortB_localization","Process","Pathway","Protein","Protein.names","Length","MolWeight","Process.color","Process.abbr","Pathway.abbr","mean_mass_fraction_norm","model.category"
"10550","slr0453","Light-1000",0.0961,1984532.45103698,1941607.23191831,0.124686178,0.1221902091,0.0001247603,1,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","cbiX sirohydrochlorin cobaltochelatase","Probable phosphoketolase (EC 4.1.2.-)",821,92.46,7,"Energy","Pentose phosphate ",0.000116599,"GLM"
"10571","slr0458","CO2-0-15",0.0183,535217.75,531255.5,0.0359463299,0.035226756,2.55526e-05,0.4167167675,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",2.68812e-05,"CBM"
"10572","slr0458","CO2-0-2",0.0279,612315.75,590451,0.1717938093,0.1683548395,2.85265e-05,0.4631497125,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",2.98551e-05,"CBM"
"10573","slr0458","CO2-0-3",0.0452,687318.5,744614.5,0.2144804589,0.2101869874,3.14471e-05,0.5840755483,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",3.27757e-05,"CBM"
"10574","slr0458","CO2-0-5",0.0756,559314.0846325,553851,0.1049799662,0.1028784764,2.29088e-05,0.4344406757,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",2.42374e-05,"CBM"
"10575","slr0458","CO2-1-0",0.1003,1460319.01352325,1274859.9082855,0.6108466533,0.5986187203,5.37569e-05,1,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",5.50855e-05,"CBM"
"10576","slr0458","Light-0060",0.0331,1409334.82907225,899045.355565,0.9313953791,0.9127506992,9.72117e-05,0.8419975129,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",9.58831e-05,"CBM"
"10577","slr0458","Light-0100",0.0485,553006.323051,559841.3569405,0.3034031723,0.2973296453,3.79351e-05,0.5243172964,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",3.66065e-05,"CBM"
"10578","slr0458","Light-0200",0.0639,908476.752611,946963.383695,0.1926208204,0.1887649353,6.15815e-05,0.8868749601,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",6.02529e-05,"CBM"
"10579","slr0458","Light-0300",0.0934,923168.0610485,952715.8398845,0.4983104474,0.488335265,5.5955e-05,0.8922624011,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",5.46264e-05,"CBM"
"10580","slr0458","Light-1000",0.0961,1055414.114985,1067752.98244,0.0315565358,0.0309248368,6.635e-05,1,"Cytoplasmic","Energy metabolism","Glycolate pathway","bciB 3-8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)","Slr0458 protein",211,23.28,7,"Energy","Glycolate pathway",6.50214e-05,"CBM"
"10671","slr0492","CO2-0-15",0.0183,287316.32333675,274870.7607925,0.2853686446,0.2796561329,1.37172e-05,1.3011492447,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.60573e-05,"MAI"
"10672","slr0492","CO2-0-2",0.0279,202944.6764565,213450.047941,0.3246885656,0.3181889474,9.4548e-06,1.0104034633,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.17949e-05,"MAI"
"10673","slr0492","CO2-0-3",0.0452,247775.3495145,251455.526766,0.1931609355,0.1892942384,1.13365e-05,1.1903091031,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.36767e-05,"MAI"
"10674","slr0492","CO2-0-5",0.0756,339772.667776,353216.607067,0.2297396194,0.2251406899,1.39167e-05,1.6720131315,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.62568e-05,"MAI"
"10675","slr0492","CO2-1-0",0.1003,284405.44565825,211252.2924655,0.5969861859,0.5850357118,1.04695e-05,1,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.28096e-05,"MAI"
"10676","slr0492","Light-0060",0.0331,536426.142776,482056.3068215,0.3364856143,0.3297498427,3.70011e-05,0.8849931281,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.4661e-05,"MAI"
"10677","slr0492","Light-0100",0.0485,486366.443228,460912.6668925,0.225867527,0.2213461091,3.33638e-05,0.8461761356,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.10237e-05,"MAI"
"10678","slr0492","Light-0200",0.0639,426911.29250275,390338.0206375,0.3939372452,0.3860514064,2.89384e-05,0.7166101989,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",1.65983e-05,"MAI"
"10679","slr0492","Light-0300",0.0934,571696.56952275,520159.797916,0.3563373146,0.3492041515,3.46517e-05,0.9549462172,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.23116e-05,"MAI"
"10680","slr0492","Light-1000",0.0961,547352.14499975,544700.6214085,0.1598254991,0.156626111,3.441e-05,1,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","O-succinylbenzoic acid-CoA ligase",NA,497,55.19,2,"Cofactors","Menaquinone and ub",2.20699e-05,"MAI"
"10691","slr0502","CO2-0-15",0.0183,2553653.32139914,2467278.83979496,0.2929588458,0.2870943934,0.0001219174,0.6018534831,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001179322,"LHC"
"10692","slr0502","CO2-0-2",0.0279,2657320.01210923,2551917.32080091,0.1772898338,0.1737408445,0.0001237988,0.6224996962,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001198136,"LHC"
"10693","slr0502","CO2-0-3",0.0452,2787555.43591098,2840507.97175022,0.1294767203,0.1268848543,0.0001275399,0.6928968016,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001235547,"LHC"
"10694","slr0502","CO2-0-5",0.0756,3528294.34960188,3567503.5157205,0.214061469,0.2097763849,0.0001445145,0.870235817,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001405293,"LHC"
"10695","slr0502","CO2-1-0",0.1003,4140078.78722999,4099467.57637018,0.0746625371,0.0731679419,0.0001524034,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001484182,"LHC"
"10696","slr0502","Light-0060",0.0331,3537872.30040387,3416699.64384538,0.1474026895,0.1444519813,0.0002440319,1.9736491945,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0002480171,"LHC"
"10697","slr0502","Light-0100",0.0485,3149060.19230517,3103681.03064794,0.0632572258,0.0619909422,0.0002160192,1.7928346664,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0002200044,"LHC"
"10698","slr0502","Light-0200",0.0639,2442065.47678094,2145390.91719928,0.3821259703,0.3744765697,0.0001655365,1.2392804452,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001695217,"LHC"
"10699","slr0502","Light-0300",0.0934,2459838.60296032,2181776.48369425,0.379698599,0.3720977895,0.0001490957,1.2602984894,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",0.0001530809,"LHC"
"10700","slr0502","Light-1000",0.0961,1525106.53160549,1731158.53278049,0.3239868761,0.3175013043,9.58779e-05,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","cobalamin synthesis protein cobW homolog",NA,352,38.96,2,"Cofactors","Cobalamin, heme, p",9.98631e-05,"LHC"
"10711","slr0506","CO2-0-15",0.0183,16418914.3463555,16139140.6902183,0.0769735317,0.0754326749,0.0007838776,0.8628064612,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0006321887,"LHC"
"10712","slr0506","CO2-0-2",0.0279,16610483.6927686,16821301.9578227,0.0614417082,0.0602117676,0.0007738468,0.8992751407,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0006221579,"LHC"
"10713","slr0506","CO2-0-3",0.0452,15546546.3103474,15700444.7551161,0.0394151194,0.0386261072,0.0007113062,0.8393535591,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0005596172,"LHC"
"10714","slr0506","CO2-0-5",0.0756,16261526.6139904,15677410.9907931,0.0913139242,0.0894860014,0.0006660515,0.8381221626,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0005143626,"LHC"
"10715","slr0506","CO2-1-0",0.1003,19236859.5361809,18705400.8236584,0.1134062337,0.1111360668,0.0007081419,1,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.000556453,"LHC"
"10716","slr0506","Light-0060",0.0331,7794529.55613314,5929886.06918599,0.6234827245,0.6110018425,0.0005376435,0.90354689,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0006893324,"LHC"
"10717","slr0506","Light-0100",0.0485,6272760.47081907,6128460.85522875,0.4943367313,0.4844410948,0.0004302987,0.9338040701,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0005819877,"LHC"
"10718","slr0506","Light-0200",0.0639,8775235.96657515,8591033.03255001,0.3095134105,0.3033175687,0.0005948334,1.3090304077,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0007465223,"LHC"
"10719","slr0506","Light-0300",0.0934,6957001.56877309,6058029.50678548,0.3686956435,0.3613150913,0.0004216777,0.923072325,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0005733666,"LHC"
"10720","slr0506","Light-1000",0.0961,6473283.20806022,6562897.9907713,0.1139528544,0.1116717453,0.0004069518,1,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","light-dependent NADPH-protochlorophyllide oxidoreductase","Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)",322,36.07,2,"Cofactors","Cobalamin, heme, p",0.0005586407,"LHC"
"10761","slr0523","CO2-0-15",0.0183,1131570.92675925,1134673.133848,0.0639130579,0.0626336458,5.40239e-05,0.6143207838,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0001675015,"MAI"
"10762","slr0523","CO2-0-2",0.0279,1407210.2504,1469561.137365,0.1434328813,0.1405616408,6.55589e-05,0.7956317311,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0001790366,"MAI"
"10763","slr0523","CO2-0-3",0.0452,1760917.34503825,1608174.0290615,0.2347722575,0.2300725846,8.05678e-05,0.8706778195,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0001940455,"MAI"
"10764","slr0523","CO2-0-5",0.0756,1804218.4737085,1730072.350296,0.1025264607,0.1004740852,7.38985e-05,0.9366745105,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0001873762,"MAI"
"10765","slr0523","CO2-1-0",0.1003,1955281.6174555,1847036.8637275,0.1484704209,0.1454983389,7.19773e-05,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0001854549,"MAI"
"10766","slr0523","Light-0060",0.0331,2620009.46393446,2228181.02767341,0.6005499652,0.5885281514,0.0001807205,0.3425471013,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",6.72428e-05,"MAI"
"10767","slr0523","Light-0100",0.0485,3204640.38180797,3238218.28200277,0.2845855828,0.2788887464,0.0002198319,0.4978241319,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0001063542,"MAI"
"10768","slr0523","Light-0200",0.0639,5046557.82547669,5292773.50693435,0.5455874415,0.5346658679,0.0003420832,0.8136790503,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Biotin","similar to dethiobiotin synthetase","ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)",237,25.81,2,"Cofactors","Biotin",0.0002286056,"MAI"
